frame_idx,pose_detected,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z,mid_hip_x,mid_hip_y,mid_hip_z,torso_length
0,1,0.283209319163,-0.008336617268,-0.003677516873,-0.283209319163,0.008336617268,0.003677516873,0.384868354337,0.591525728761,0.057181538005,-0.263719497710,0.625567058798,0.191899254956,0.344818038878,1.036474080121,1.122278739799,-0.207229663285,1.053085790510,1.509727917851,0.275540134136,1.071515606134,1.202986421675,-0.128235324164,1.085401587249,1.596809063343,0.422972659096,1.285052589815,0.553230658444,-0.295494720049,1.295220264770,0.972437153974,0.524667218328,0.502701580524,-0.000403910060,-0.312922664421
1,1,0.239700932900,-0.007122810126,-0.000515702551,-0.239700932900,0.007122810126,0.000515702551,0.312230620196,0.491199991035,0.206529144858,-0.222068832418,0.518102986678,0.339754198694,0.287952990082,0.869119950647,1.595867280542,-0.175161053421,0.882748350539,1.865219728153,0.233557136921,0.900045692906,1.708001241575,-0.108182798421,0.911563534889,1.972132011388,0.357582758545,1.079426974405,1.003527727562,-0.243754185438,1.087868076188,1.258779740516,0.524798244238,0.506389826536,-0.000397135758,-0.369281663416
2,1,0.228882150747,-0.006794285922,-0.024805623970,-0.228882150747,0.006794285922,0.024805623970,0.300743489889,0.473112605183,0.091918672433,-0.209159973275,0.492283031447,0.515897563181,0.281257286398,0.838865404162,1.390743143037,-0.162241130772,0.852263447710,2.050996780062,0.225097040636,0.868838004013,1.498856863465,-0.096628963600,0.880139455440,2.158238599275,0.351336248939,1.042854837691,0.820708793168,-0.226315953225,1.050742865358,1.468058901279,0.527884647250,0.507090359926,-0.000381929334,-0.381663342239
3,1,0.215863420036,-0.006849051443,-0.029398522395,-0.215863420036,0.006849051443,0.029398522395,0.287299099646,0.444725624895,0.086454239101,-0.192228004523,0.462517941320,0.487143425135,0.274511084388,0.791465911209,1.376880165841,-0.144107305745,0.803431659493,2.004167582769,0.223158216635,0.822451989064,1.481966652793,-0.081548301446,0.830593480063,2.109748669727,0.341234337351,0.983734689606,0.776124843752,-0.202349519122,0.991504529512,1.408464457311,0.532069995999,0.507914274931,-0.000378884841,-0.403831706753
4,1,0.224953453603,-0.008873694746,-0.042018832908,-0.224953453603,0.008873694746,0.042018832908,0.308154775000,0.458400534371,0.077502421807,-0.196574971432,0.478497138007,0.589775853052,0.299749704274,0.825493053197,1.317177644789,-0.140614397937,0.833068640122,2.126526272634,0.253348135122,0.859903247206,1.412547994189,-0.074432960989,0.862459195897,2.235792732044,0.365546908096,1.023340329203,0.758558990162,-0.198547126446,1.029936704058,1.598705511499,0.536185368896,0.510505497456,-0.000375072472,-0.386341929897
5,1,0.227152489149,-0.010530254545,-0.072713384712,-0.227152489149,0.010530254545,0.072713384712,0.325128831017,0.456191170685,0.038300826966,-0.197614859632,0.477872883658,0.625975789269,0.321046233623,0.828315500389,1.285257726366,-0.128583675439,0.835885498074,2.224567286098,0.282437143088,0.862830547433,1.378967710354,-0.062698377345,0.866027201259,2.335651901986,0.382163725729,1.028392516952,0.644334474150,-0.183107903567,1.034705624052,1.604441672038,0.541545003653,0.512408018112,-0.000376303680,-0.382745398782
6,1,0.227656373442,-0.011460128476,-0.084018252477,-0.227656373442,0.011460128476,0.084018252477,0.342167631555,0.446817822670,-0.147965512823,-0.192585317221,0.475414423294,0.564062702561,0.337066043530,0.799747798405,1.260534110342,-0.115446625698,0.834016233594,2.101924910566,0.298979794155,0.827552817535,1.361190126769,-0.052363131429,0.864090421911,2.208092455033,0.396389175854,1.012269471073,0.642153515334,-0.164819791649,1.032494215004,1.484521508998,0.547227934003,0.512637317181,-0.000375648960,-0.383343027278
7,1,0.196870999642,-0.011079859280,-0.071030840121,-0.196870999642,0.011079859280,0.071030840121,0.313681927396,0.370355503281,-0.339500887875,-0.159062817863,0.403936102741,0.391310759599,0.301388465456,0.633190286288,1.247137317943,-0.087254297337,0.711203533307,1.763024442787,0.268427279366,0.648576710375,1.388657383889,-0.038445768404,0.737339387845,1.861932629291,0.350785291439,0.812990707608,0.749855832144,-0.126194451092,0.881301621427,1.202264804797,0.553523883224,0.511788040400,-0.000362934545,-0.450152582421
8,1,0.201156943498,-0.014458505842,-0.071044588363,-0.201156943498,0.014458505842,0.071044588363,0.339417374341,0.363764896138,-0.280777041261,-0.156279993989,0.410313910352,0.231087233548,0.320271227350,0.601490675154,1.337200184122,-0.078901250067,0.732777530234,1.445549106837,0.281522439852,0.618657414600,1.484277024118,-0.028442095273,0.759450483701,1.527262737650,0.371563015437,0.787518138724,0.956517223636,-0.121215309700,0.908270088812,0.862579355910,0.558613359928,0.510314702988,-0.000354864635,-0.438390882437
9,1,0.184587580870,-0.018209996203,-0.038625728706,-0.184587580870,0.018209996203,0.038625728706,0.334091311179,0.309265266970,-0.619205807935,-0.132413958169,0.394029542780,0.079569974459,0.308184727151,0.525288410539,1.180000379749,-0.060041182418,0.694680793222,1.253387449258,0.264693142054,0.537258851901,1.309935213792,-0.013556986980,0.719272345392,1.334385525557,0.360127027482,0.692599716003,0.842948535269,-0.091298166021,0.860177020005,0.691701931316,0.564911752939,0.504111528397,-0.000328030437,-0.470117413509
