frame_idx,pose_detected,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z,mid_hip_x,mid_hip_y,mid_hip_z,torso_length
0,1,0.258138170830,-0.029510981274,-0.079121734784,-0.258138170830,0.029510981274,0.079121734784,0.293475650334,0.265424411620,-2.644398298886,-0.175329690100,0.659089155536,0.087700940333,0.345710864219,0.870132650311,-1.482745185407,-0.032527559793,1.215203065189,0.818387977534,0.320944940482,0.915183234967,-1.388253398886,0.047264860125,1.282757104394,0.819318530471,0.378307137712,1.133780718642,-2.297515536624,-0.110531540929,1.440301994478,-0.284948171258,0.695736527443,0.421233430505,-0.000311461277,-0.316613647130
1,1,0.235885411014,-0.028910625683,-0.076908002040,-0.235885411014,0.028910625683,0.076908002040,0.265594417564,0.221740911048,-2.834776690581,-0.157250009103,0.592373376686,-0.006346343694,0.317649225057,0.781168293346,-1.608805428662,-0.026776780664,1.091643851551,0.825957503643,0.302974800644,0.822563761757,-1.511494493784,0.046488640631,1.155410176839,0.845608002144,0.345840046641,1.019284705035,-2.508376127173,-0.097911936359,1.299569057828,-0.257488200227,0.696673750877,0.422741651535,-0.000305125490,-0.349692944538
2,1,0.224788989433,-0.028782295493,-0.076099647610,-0.224788989433,0.028782295493,0.076099647610,0.253746571876,0.203195770072,-2.723418985927,-0.148820444642,0.561079171066,-0.003055627884,0.303909212225,0.736073367293,-1.579614347725,-0.023970399093,1.035182239162,0.827059572307,0.291669698604,0.777534508838,-1.488850659925,0.046323438519,1.097332187529,0.846444532924,0.329525354251,0.955887499824,-2.427173742443,-0.093775720126,1.234057467738,-0.229353350798,0.697214543819,0.423663422465,-0.000297290273,-0.367498664776
3,1,0.225493788572,-0.029762346120,-0.076231362803,-0.225493788572,0.029762346120,0.076231362803,0.256048933207,0.198193493617,-2.646339501717,-0.147550314341,0.560187334941,-0.009108669185,0.307348234207,0.733205036976,-1.576772762712,-0.021660752199,1.034634077313,0.809239789769,0.298449453812,0.776588135313,-1.493652309711,0.050302421774,1.098076485412,0.828346262410,0.331761536693,0.947504492646,-2.403678068215,-0.093673818887,1.234322767882,-0.268449507850,0.697962760925,0.424389287829,-0.000297516584,-0.366759464158
4,1,0.222156026662,-0.030494568819,-0.081347234305,-0.222156026662,0.030494568819,0.081347234305,0.253099788135,0.190083191790,-2.677466521124,-0.145113314786,0.548564415500,-0.003291906882,0.304147407528,0.710997113047,-1.587268399231,-0.020627390061,1.014523520219,0.815308957299,0.296336688267,0.752666053191,-1.501964696898,0.050371014219,1.077466895565,0.832261555982,0.327278212764,0.923495078208,-2.415561758044,-0.092190950204,1.211519884827,-0.243876316532,0.698215276003,0.425216242671,-0.000293807127,-0.373032719932
5,1,0.217147854618,-0.030000077307,-0.078428177116,-0.217147854618,0.030000077307,0.078428177116,0.247262280823,0.179612067859,-2.582313027624,-0.142003534906,0.534499531380,-0.022435887955,0.299200252731,0.689362751149,-1.502045798109,-0.019234031003,0.988035828142,0.790451894268,0.290685982096,0.729678347908,-1.418431698461,0.050843032428,1.051489553634,0.811671381186,0.321920637231,0.901296296023,-2.295361610284,-0.088982175487,1.184071988216,-0.274161790690,0.698485672474,0.425053119659,-0.000294072554,-0.381817429829
6,1,0.214124581251,-0.029578048261,-0.072927996082,-0.214124581251,0.029578048261,0.072927996082,0.244140652170,0.173631290942,-2.508414329399,-0.140386722723,0.522507507139,-0.020194889618,0.297806260610,0.678870845229,-1.454875535489,-0.019057518075,0.972247578670,0.763180898289,0.287917269404,0.718226382434,-1.373668407698,0.050404244082,1.034666268224,0.782217144927,0.320912877339,0.890145821851,-2.223555846553,-0.086577512886,1.165235570063,-0.284242165519,0.698714613914,0.424995213747,-0.000289612450,-0.388090532981
7,1,0.217299856083,-0.030222656972,-0.071325009137,-0.217299856083,0.030222656972,0.071325009137,0.252257007367,0.190293299367,-2.514986377314,-0.141975369957,0.526818608595,-0.017272070451,0.304568056319,0.698504693129,-1.370577057418,-0.019565414096,0.984269411959,0.741505495096,0.293597639804,0.734533825948,-1.279931811826,0.051211983812,1.047515232911,0.754685793683,0.328192431133,0.917964233224,-2.132043660606,-0.086636560760,1.180242797017,-0.297539943537,0.698834359646,0.425258219242,-0.000288119540,-0.382933078085
8,1,0.219078644392,-0.030466081046,-0.071038579763,-0.219078644392,0.030466081046,0.071038579763,0.256828415877,0.216654069273,-2.291849997816,-0.142641755974,0.528393697495,-0.000676332446,0.311037992276,0.729874791367,-1.321009945998,-0.019120089537,0.992103340216,0.663833322716,0.299518671109,0.769194024066,-1.243985039265,0.052212165906,1.056186508379,0.662241969706,0.333365582839,0.952106168066,-2.068083684597,-0.084807714400,1.189592908641,-0.329964944592,0.699052095413,0.425213992596,-0.000291807577,-0.379815727127
9,1,0.224520994443,-0.031406975090,-0.071222912809,-0.224520994443,0.031406975090,0.071222912809,0.270167919304,0.263296936197,-2.332868671475,-0.146100504110,0.536883080248,-0.000293628843,0.325548418633,0.776782910083,-1.321084036236,-0.018301046485,1.014550902341,0.666774381887,0.309187445653,0.810099364871,-1.241589586691,0.054055196516,1.080299526269,0.665724061517,0.353031547019,1.007199705010,-2.072364455369,-0.086732759345,1.214611404366,-0.333354414915,0.699072152376,0.425752058625,-0.000297862105,-0.370656181391
10,1,0.225535225821,-0.031889078468,-0.074799008587,-0.225535225821,0.031889078468,0.074799008587,0.274128276626,0.323661870419,-2.282749184205,-0.147021464394,0.537088352830,0.004636052334,0.333665019483,0.835107455787,-1.337876935170,-0.018653914011,1.018124287461,0.717255880925,0.317017457096,0.874482409478,-1.260532265929,0.054281081097,1.083139422483,0.722248808086,0.357841936394,1.054057264366,-2.149107222623,-0.084459434874,1.217734372801,-0.289366312545,0.698894917965,0.426180124283,-0.000310318545,-0.368765099104
11,1,0.224509242584,-0.030157455378,-0.066242182466,-0.224509242584,0.030157455378,0.066242182466,0.286419238226,0.388386293319,-1.458762524810,-0.141821675061,0.526948604326,0.016450017346,0.343157744929,0.870680718042,-0.578553448898,-0.018003291077,1.001848482967,0.705102003337,0.328592549708,0.905575048340,-0.520726759663,0.054696351218,1.064874748717,0.708880605776,0.363138899476,1.089697574167,-1.368143733613,-0.075555573957,1.197713141647,-0.265555389476,0.698377400637,0.430184423923,-0.000320727006,-0.370837000331
12,1,0.234846983201,-0.030641524816,-0.061411861822,-0.234846983201,0.030641524816,0.061411861822,0.301336124290,0.427034917511,-0.986101367836,-0.148177731681,0.545533849792,0.001711804203,0.361664226321,0.947948280860,-0.279756427452,-0.017734933341,1.037205821280,0.627943002457,0.348557976215,0.983891038738,-0.242999563502,0.057441481347,1.102501971565,0.627585138850,0.385329807205,1.177696884842,-1.093255283826,-0.076074100748,1.239848779552,-0.296685032537,0.697505235672,0.434317812324,-0.000353977084,-0.354433034082
13,1,0.256836442982,-0.031667716037,-0.066278973840,-0.256836442982,0.031667716037,0.066278973840,0.333747047814,0.511361288840,-0.501835490488,-0.160986382837,0.594262464893,0.075588187984,0.403848846285,1.063162569820,0.255220208786,-0.019129928818,1.121994670623,0.797697010814,0.388537685675,1.106314530890,0.292544638064,0.066434746229,1.190251573482,0.809064753084,0.433122110604,1.322648242394,-0.574062969582,-0.089302061633,1.343938374583,-0.064748626486,0.697057873011,0.438696488738,-0.000365393236,-0.323724842057
14,1,0.250355465612,-0.027355732280,-0.064666609350,-0.250355465612,0.027355732280,0.064666609350,0.331933651680,0.512309839299,-0.314621933400,-0.157234092925,0.571377635068,0.207646106726,0.399876290280,1.055683738830,0.413401823233,-0.019367269181,1.079512047062,1.050267389441,0.381702025986,1.102061051747,0.445972113873,0.064100686917,1.145360169591,1.074548743187,0.426543743602,1.301195074774,-0.431010717931,-0.088001195069,1.295680761028,0.221427154094,0.696777731180,0.443753644824,-0.000366550870,-0.331871107227
15,1,0.236995238161,-0.022304190454,-0.073269980195,-0.236995238161,0.022304190454,0.073269980195,0.313755703716,0.487383345477,-0.266129735986,-0.149989558624,0.530426506613,0.305892245876,0.377572394322,1.000533986474,0.462520577337,-0.020072831987,1.007053482610,1.215851518474,0.359335726400,1.052861346748,0.490388860103,0.058991552736,1.068681364991,1.244156483189,0.402600777906,1.228885021936,-0.449542828081,-0.082019352340,1.207620273095,0.349303991571,0.696107804775,0.449675366282,-0.000373395160,-0.350551767622
16,1,0.235320278008,-0.019661819811,-0.077065659309,-0.235320278008,0.019661819811,0.077065659309,0.312947366493,0.490301529477,-0.256401371881,-0.150517323108,0.525183183713,0.324899666875,0.374199944716,0.998514456888,0.480544434549,-0.022539665042,0.993999854639,1.323313154162,0.354435293332,1.046340363257,0.510965695279,0.057126281532,1.054267788818,1.361889043215,0.402087528601,1.222946437131,-0.396935526648,-0.089356319997,1.191303427297,0.502644082023,0.695143818855,0.453564852476,-0.000388492830,-0.352127472805
17,1,0.232546545101,-0.017671899654,-0.076583155114,-0.232546545101,0.017671899654,0.076583155114,0.311638348564,0.494112420317,-0.168865335256,-0.150685732960,0.522448855289,0.352625893342,0.367862752561,0.994117711706,0.565491022800,-0.025775378879,0.983992820900,1.319012964154,0.340167630607,1.040664348131,0.596285460687,0.053894294440,1.043067803354,1.354017812497,0.401574233170,1.205672290907,-0.280404812247,-0.092880452933,1.179629208741,0.511816094002,0.694179117680,0.454514399171,-0.000389728695,-0.355129775218
18,1,0.231540967568,-0.017094206113,-0.077027088268,-0.231540967568,0.017094206113,0.077027088268,0.308462068039,0.496824345269,-0.136698888109,-0.152374820964,0.522267866394,0.358236555153,0.363019654337,0.995134959326,0.589621260743,-0.029533890978,0.984550691758,1.318615684056,0.333303660147,1.043385776969,0.618586351416,0.050053086601,1.043498020899,1.353029338021,0.397402315575,1.201346827567,-0.265282225944,-0.098079416383,1.176754014917,0.514262654416,0.692816972733,0.454755648971,-0.000390246511,-0.355788610603
19,1,0.236888002944,-0.016708660225,-0.079864116647,-0.236888002944,0.016708660225,0.079864116647,0.310689033446,0.513703508833,-0.061844401801,-0.158334022613,0.530160891041,0.394957160386,0.365800393974,1.025732373478,0.651453244605,-0.033733195681,1.002847825617,1.425320314427,0.334599426169,1.081010624418,0.676855113292,0.049507595156,1.066082328488,1.465493698011,0.401771960183,1.226175982604,-0.238249607133,-0.106796070235,1.195750181352,0.614653865971,0.691255837679,0.457116454840,-0.000389349647,-0.347862548796
20,1,0.248748422054,-0.016787449849,-0.083224077038,-0.248748422054,0.016787449849,0.083224077038,0.326501466057,0.536240514815,-0.095135445294,-0.166132930604,0.556004644279,0.422388967892,0.381796606686,1.069832380126,0.567327118211,-0.035984236734,1.052918383790,1.461476991512,0.345710051938,1.125684325300,0.589379622481,0.051906937241,1.119404016782,1.500807369563,0.421841499529,1.283688558053,-0.310907732938,-0.114807656861,1.255977309186,0.663543835124,0.690943479538,0.457469433546,-0.000389452092,-0.330884434993
21,1,0.245309604975,-0.015482401223,-0.082176950262,-0.245309604975,0.015482401223,0.082176950262,0.322083182658,0.529475140887,-0.092058505996,-0.164953956941,0.549787542898,0.403069699313,0.372833303165,1.056986667103,0.713294783677,-0.037415128005,1.040488458870,1.505600353617,0.329116130901,1.113121908728,0.747650119044,0.049545891222,1.106777142365,1.553301005994,0.416001674411,1.266485359050,-0.194358484759,-0.112064527111,1.241187287586,0.675325113871,0.690355658531,0.457445085049,-0.000389488414,-0.334841069358
22,1,0.249312653741,-0.014912367468,-0.083167372317,-0.249312653741,0.014912367468,0.083167372317,0.324671532268,0.545407362150,-0.096688587364,-0.169897033540,0.561631066924,0.419062379862,0.376144273780,1.080246872373,0.664464897129,-0.041464897891,1.058610373127,1.531253646473,0.328180271314,1.137666819649,0.693871879731,0.047138464777,1.127025347990,1.577185653746,0.421089550130,1.289343581302,-0.253228815706,-0.117444084948,1.262578799531,0.697402002477,0.689262241125,0.457671120763,-0.000388510525,-0.328911645187
23,1,0.223127670774,-0.012861050353,-0.076702995747,-0.223127670774,0.012861050353,0.076702995747,0.285306049079,0.483418610409,-0.092801674925,-0.155621158046,0.500241575788,0.359704554761,0.329687449809,0.962326797596,0.747484736296,-0.041227094721,0.943882956959,1.479695656962,0.283251992161,1.015436162243,0.786445870682,0.038079577380,1.005353697462,1.533462714212,0.372109511700,1.148428427581,-0.148176403878,-0.107746826092,1.125867583185,0.656786194701,0.687704145908,0.457787334919,-0.000380679965,-0.368760874693
24,1,0.222607409679,-0.012428815709,-0.076157704119,-0.222607409679,0.012428815709,0.076157704119,0.281122953615,0.481048439871,-0.076172363628,-0.156259975182,0.496711418285,0.348600883623,0.324118241150,0.955784721757,0.720268914180,-0.043002592205,0.938588404815,1.414936046229,0.275823455676,1.008242045328,0.755422758893,0.036073430420,0.999844082977,1.462388306251,0.367826978211,1.141157980929,-0.144628274059,-0.107659838448,1.118196272591,0.607958489356,0.686751216650,0.457820609212,-0.000380559824,-0.371270891445
25,1,0.220229879236,-0.012261613420,-0.077020553489,-0.220229879236,0.012261613420,0.077020553489,0.276282400714,0.476081032495,-0.057596290006,-0.154187448054,0.492556385531,0.366832982949,0.318796616934,0.949980607093,0.744952855838,-0.044812540065,0.930734214020,1.464373978862,0.271093027401,1.001347508372,0.778870481394,0.033830881339,0.991845117085,1.512581799000,0.362352400415,1.134038466110,-0.157407752508,-0.109099236459,1.108789054883,0.631056266262,0.685871839523,0.457711532712,-0.000374006107,-0.374486420815
26,1,0.219466980256,-0.011539303587,-0.076347264968,-0.219466980256,0.011539303587,0.076347264968,0.272823053727,0.471950457925,-0.064848278987,-0.153812980802,0.487903952159,0.356641200757,0.314588659236,0.940415105942,0.764976614834,-0.045639806712,0.922552422536,1.482622822323,0.266469985937,0.991078733145,0.802592852709,0.032374337133,0.982760100622,1.536788208822,0.358216237410,1.123682422473,-0.125996245571,-0.106656481996,1.099444405298,0.659893555800,0.685394376516,0.457958340645,-0.000373618677,-0.377448272747
27,1,0.220146682467,-0.011262595053,-0.076334117587,-0.220146682467,0.011262595053,0.076334117587,0.271553803689,0.475018922355,-0.066918233504,-0.153097586335,0.488403224184,0.344941933591,0.313281388721,0.942445470368,0.729437572321,-0.047183470214,0.923406709311,1.441102767435,0.265037855621,0.992665574118,0.764211587500,0.030925220115,0.983916932824,1.488579197608,0.357106491175,1.124987350784,-0.140619565152,-0.108311866118,1.100500135262,0.630538566617,0.684824347496,0.458039551973,-0.000373661518,-0.377005127139
28,1,0.220712832903,-0.010991826861,-0.076560743939,-0.220712832903,0.010991826861,0.076560743939,0.272331833114,0.474807505325,-0.095987233838,-0.153515524648,0.489351603718,0.335897548687,0.313494106505,0.943618560676,0.688955247846,-0.047477722263,0.925652200241,1.431501049709,0.264392375436,0.994327811543,0.728649603094,0.030957321050,0.986474921161,1.475166322908,0.358976658718,1.127156606421,-0.173402762934,-0.108395889175,1.103251031899,0.609325227049,0.684758901596,0.458172857761,-0.000373479910,-0.375940311399
29,1,0.241553213650,-0.011826865074,-0.079145042725,-0.241553213650,0.011826865074,0.079145042725,0.297057552353,0.521623982974,-0.099293251444,-0.168473923732,0.534848745121,0.363557223054,0.342286818389,1.031694538356,0.654972676652,-0.052859837376,1.012042086886,1.433169719524,0.288768024443,1.087103278041,0.675398985690,0.032955636042,1.078554192725,1.472387004489,0.392323448470,1.232182508529,-0.216197338976,-0.120145757407,1.206416751439,0.640742433183,0.684432923794,0.458473384380,-0.000372019596,-0.343540759991
